"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"7313","Quebec",2022-03-06,"40–49",1028324,20812,1007512,584443,NA,NA,89.7,1.8,87.9,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7314","Quebec",2022-03-06,"50–59",1049252,15710,1033542,725567,NA,NA,92.4,1.4,91.1,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7315","Quebec",2022-03-06,"60–69",1122352,11644,1110708,938793,NA,NA,94.3,1,93.4,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316","Quebec",2022-03-06,"70–79",778113,5994,772119,692616,NA,NA,96,0.7,95.2,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7317","Quebec",2022-03-06,"80+",427069,3898,423171,382124,NA,NA,97.1,0.9,96.2,86.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7318","Quebec",2022-03-06,"All ages",7381667,268612,7113055,4191473,NA,NA,84.9,3.1,81.8,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7319","Ontario",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7320","Ontario",2022-03-06,"05–11",592725,224202,368523,44,NA,NA,54.6,20.6,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7321","Ontario",2022-03-06,"12–17",834409,34143,800266,117389,NA,NA,85.6,3.5,82.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7322","Ontario",2022-03-06,"18–29",2198804,88698,2110106,921743,NA,NA,86.4,3.5,82.9,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7323","Ontario",2022-03-06,"30–39",1843688,58600,1785088,918762,NA,NA,85.9,2.7,83.2,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7324","Ontario",2022-03-06,"40–49",1680124,37923,1642201,963708,NA,NA,89.7,2,87.6,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7325","Ontario",2022-03-06,"50–59",1848684,32771,1815913,1242675,NA,NA,92.9,1.6,91.3,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7326","Ontario",2022-03-06,"60–69",1720042,24759,1695283,1338497,NA,NA,92.5,1.3,91.1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7327","Ontario",2022-03-06,"70–79",1133965,12019,1121946,965182,NA,NA,92.5,1,91.5,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7328","Ontario",2022-03-06,"80+",642332,6802,635530,561163,NA,NA,92.8,1,91.8,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7329","Ontario",2022-03-06,"All ages",12498492,521679,11976813,7029219,NA,NA,82.7,3.5,79.3,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7330","Manitoba",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7331","Manitoba",2022-03-06,"05–11",74475,28913,45562,8,NA,NA,58.7,22.8,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7332","Manitoba",2022-03-06,"12–17",86694,4028,82666,2478,NA,NA,83.6,3.9,79.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7333","Manitoba",2022-03-06,"18–29",205418,6938,198480,68185,NA,NA,85.9,2.9,83,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7334","Manitoba",2022-03-06,"30–39",169952,4689,165263,75258,NA,NA,85.5,2.4,83.1,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7335","Manitoba",2022-03-06,"40–49",154381,2911,151470,83991,NA,NA,88.8,1.7,87.1,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7336","Manitoba",2022-03-06,"50–59",152821,2281,150540,101680,NA,NA,92.6,1.4,91.2,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7337","Manitoba",2022-03-06,"60–69",150709,1862,148847,118129,NA,NA,93.8,1.2,92.6,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7338","Manitoba",2022-03-06,"70–79",98626,1138,97488,83121,NA,NA,95.9,1.1,94.8,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7339","Manitoba",2022-03-06,"80+",58361,1046,57315,48245,NA,NA,NA,1.8,NA,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7340","Manitoba",2022-03-06,"All ages",1151502,53861,1097641,581097,NA,NA,81.7,3.8,77.9,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7341","Saskatchewan",2022-03-06,"0–4",20,20,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7342","Saskatchewan",2022-03-06,"05–11",62491,19806,42685,7,NA,NA,56.1,17.8,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7343","Saskatchewan",2022-03-06,"12–17",75972,4398,71574,10147,NA,NA,82.7,4.8,77.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7344","Saskatchewan",2022-03-06,"18–29",155830,9681,146149,51693,NA,NA,85.9,5.3,80.6,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7345","Saskatchewan",2022-03-06,"30–39",146500,6492,140008,63955,NA,NA,84.7,3.8,80.9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7346","Saskatchewan",2022-03-06,"40–49",129097,4196,124901,67711,NA,NA,85.6,2.8,82.8,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7347","Saskatchewan",2022-03-06,"50–59",124296,3234,121062,79776,NA,NA,90.9,2.4,88.5,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7348","Saskatchewan",2022-03-06,"60–69",129068,2761,126307,99280,NA,NA,90.8,1.9,88.9,69.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7349","Saskatchewan",2022-03-06,"70–79",78365,1474,76891,64956,NA,NA,91.7,1.7,90,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7350","Saskatchewan",2022-03-06,"80+",50914,1268,49646,42547,NA,NA,NA,2.5,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7351","Saskatchewan",2022-03-06,"All ages",952749,53432,899317,480107,NA,NA,79.7,4.5,75.3,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7352","Alberta",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7353","Alberta",2022-03-06,"05–11",179774,73463,106311,37,NA,NA,45.2,18.5,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7354","Alberta",2022-03-06,"12–17",267202,13011,254191,7143,NA,NA,79.9,3.9,76,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7355","Alberta",2022-03-06,"18–29",587946,32928,555018,166948,NA,NA,84.4,4.7,79.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7356","Alberta",2022-03-06,"30–39",608283,25086,583197,219682,NA,NA,84,3.5,80.6,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7357","Alberta",2022-03-06,"40–49",542451,15828,526623,246067,NA,NA,84.8,2.5,82.4,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7358","Alberta",2022-03-06,"50–59",493985,13422,480563,281526,NA,NA,90.1,2.4,87.7,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7359","Alberta",2022-03-06,"60–69",458197,12408,445789,323623,NA,NA,90.4,2.4,88,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7360","Alberta",2022-03-06,"70–79",264104,5874,258230,212100,NA,NA,90.8,2,88.8,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7361","Alberta",2022-03-06,"80+",141480,3533,137947,115408,NA,NA,95.4,2.4,93.1,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7362","Alberta",2022-03-06,"All ages",3543997,195832,3348165,1572536,NA,NA,78,4.3,73.7,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7363","British Columbia",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7364","British Columbia",2022-03-06,"05–11",190341,91091,99250,2,NA,NA,54,25.8,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7365","British Columbia",2022-03-06,"12–17",271092,13772,257320,86892,NA,NA,86.6,4.4,82.2,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7366","British Columbia",2022-03-06,"18–29",760712,30075,730637,289433,NA,NA,91.4,3.6,87.7,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7367","British Columbia",2022-03-06,"30–39",696208,23208,673000,333507,NA,NA,88.3,2.9,85.3,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7368","British Columbia",2022-03-06,"40–49",601626,17005,584621,338744,NA,NA,89.4,2.5,86.9,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7369","British Columbia",2022-03-06,"50–59",637740,16013,621727,413982,NA,NA,89.9,2.3,87.6,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7370","British Columbia",2022-03-06,"60–69",641709,13460,628249,475573,NA,NA,91.6,1.9,89.7,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7371","British Columbia",2022-03-06,"70–79",446595,8993,437602,358647,NA,NA,93.5,1.9,91.6,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7372","British Columbia",2022-03-06,"80+",251921,8615,243306,197051,NA,NA,NA,3.5,97.9,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7373","British Columbia",2022-03-06,"All ages",4497944,222232,4275712,2493831,NA,NA,84.6,4.2,80.4,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7374","Yukon",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7375","Yukon",2022-03-06,"05–11",2006,865,1141,0,NA,NA,58.8,25.4,33.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7376","Yukon",2022-03-06,"12–17",2268,107,2161,523,NA,NA,84.3,4,80.3,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7377","Yukon",2022-03-06,"18–29",5780,260,5520,1962,NA,NA,92.2,4.1,88,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7378","Yukon",2022-03-06,"30–39",7003,211,6792,3409,NA,NA,89.6,2.7,86.9,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7379","Yukon",2022-03-06,"40–49",5458,116,5342,3135,NA,NA,87.9,1.9,86,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7380","Yukon",2022-03-06,"50–59",5159,97,5062,3541,NA,NA,89,1.7,87.3,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7381","Yukon",2022-03-06,"60–69",5181,76,5105,3927,NA,NA,91.2,1.3,89.9,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7382","Yukon",2022-03-06,"70–79",2680,20,2660,2230,NA,NA,92.7,0.7,92,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7383","Yukon",2022-03-06,"80+",860,6,854,737,NA,NA,89.3,0.6,88.7,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7384","Yukon",2022-03-06,"All ages",36490,1785,34705,19471,NA,NA,83,4.1,78.9,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7385","Northwest Territories",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7386","Northwest Territories",2022-03-06,"05–11",2509,921,1588,0,NA,NA,62.9,23.1,39.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7387","Northwest Territories",2022-03-06,"12–17",2950,142,2808,534,NA,NA,85.1,4.1,81,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7388","Northwest Territories",2022-03-06,"18–29",5887,224,5663,2082,NA,NA,82.4,3.1,79.3,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7389","Northwest Territories",2022-03-06,"30–39",6162,152,6010,2871,NA,NA,86.3,2.1,84.1,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7390","Northwest Territories",2022-03-06,"40–49",5314,109,5205,3196,NA,NA,89.7,1.8,87.9,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7391","Northwest Territories",2022-03-06,"50–59",5492,89,5403,3646,NA,NA,91.8,1.5,90.4,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7392","Northwest Territories",2022-03-06,"60–69",4097,49,4048,3099,NA,NA,87.9,1.1,86.9,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7393","Northwest Territories",2022-03-06,"70–79",1864,16,1848,1519,NA,NA,92.1,0.8,91.3,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7394","Northwest Territories",2022-03-06,"80+",617,6,611,502,NA,NA,95.4,0.9,94.4,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7395","Northwest Territories",2022-03-06,"All ages",34958,1744,33214,17471,NA,NA,80.1,4,76.2,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7396","Nunavut",2022-03-06,"0–4",0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7397","Nunavut",2022-03-06,"05–11",4004,1935,2069,19,NA,NA,68.5,33.1,35.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7398","Nunavut",2022-03-06,"12–17",3859,457,3402,1071,NA,NA,83.6,9.9,73.7,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7399","Nunavut",2022-03-06,"18–29",7279,646,6633,3029,NA,NA,94.9,8.4,86.4,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7400","Nunavut",2022-03-06,"30–39",5804,345,5459,2941,NA,NA,94.6,5.6,89,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7401","Nunavut",2022-03-06,"40–49",4420,235,4185,2643,NA,NA,94.7,5,89.7,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7402","Nunavut",2022-03-06,"50–59",4224,170,4054,2646,NA,NA,95.7,3.9,91.8,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7403","Nunavut",2022-03-06,"60–69",2197,66,2131,1466,NA,NA,NA,3.3,NA,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7404","Nunavut",2022-03-06,"70–79",700,6,694,502,NA,NA,82.6,0.7,81.9,59.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7405","Nunavut",2022-03-06,"80+",166,5,161,97,NA,NA,73.1,2.2,70.9,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7406","Nunavut",2022-03-06,"All ages",32741,3887,28854,14465,NA,NA,80.8,9.6,71.2,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
