"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"4627","Nunavut",2021-10-30,"18–29",6397,998,5399,NA,NA,NA,85.5,13.3,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628","Nunavut",2021-10-30,"30–39",5268,637,4631,NA,NA,NA,87.9,10.6,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4629","Nunavut",2021-10-30,"40–49",4128,447,3681,NA,NA,NA,91.4,9.9,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630","Nunavut",2021-10-30,"50–59",3959,401,3558,NA,NA,NA,94,9.5,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4631","Nunavut",2021-10-30,"60–69",2127,204,1923,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632","Nunavut",2021-10-30,"70–79",721,39,682,NA,NA,NA,NA,5.4,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633","Nunavut",2021-10-30,"80+",174,13,161,NA,NA,NA,82.1,6.1,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634","Nunavut",2021-10-30,"All ages",26276,3293,22983,NA,NA,NA,66.7,8.4,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635","Canada",2021-11-06,"0–4",176,171,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636","Canada",2021-11-06,"05–11",7716,1441,6275,NA,NA,NA,0.3,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4637","Canada",2021-11-06,"12–17",2143222,138804,2004418,NA,NA,NA,86.8,5.6,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","Canada",2021-11-06,"18–29",5064107,362142,4701965,NA,NA,NA,85.3,6.1,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4639","Canada",2021-11-06,"30–39",4547319,260914,4286405,NA,NA,NA,84.8,4.9,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4640","Canada",2021-11-06,"40–49",4308528,175151,4133377,NA,NA,NA,88,3.6,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4641","Canada",2021-11-06,"50–59",4609325,140129,4469196,NA,NA,NA,89.9,2.7,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642","Canada",2021-11-06,"60–69",4467589,93385,4374204,NA,NA,NA,92.3,1.9,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4643","Canada",2021-11-06,"70–79",2948511,46692,2901819,NA,NA,NA,94.1,1.5,92.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4644","Canada",2021-11-06,"80+",1624374,39446,1584928,NA,NA,NA,94.8,2.3,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4645","Canada",2021-11-06,"All ages",29790358,1272110,28518248,NA,NA,NA,77.9,3.3,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4646","Newfoundland and Labrador",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4647","Newfoundland and Labrador",2021-11-06,"05–11",36,6,30,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4648","Newfoundland and Labrador",2021-11-06,"12–17",31198,3031,28167,NA,NA,NA,NA,9.6,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4649","Newfoundland and Labrador",2021-11-06,"18–29",61854,6925,54929,NA,NA,NA,91.7,10.3,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4650","Newfoundland and Labrador",2021-11-06,"30–39",57276,5764,51512,NA,NA,NA,97.6,9.8,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4651","Newfoundland and Labrador",2021-11-06,"40–49",64760,4559,60201,NA,NA,NA,98.9,7,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4652","Newfoundland and Labrador",2021-11-06,"50–59",79871,4271,75600,NA,NA,NA,97.4,5.2,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653","Newfoundland and Labrador",2021-11-06,"60–69",81060,2972,78088,NA,NA,NA,98.3,3.6,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4654","Newfoundland and Labrador",2021-11-06,"70–79",55031,1683,53348,NA,NA,NA,97.2,3,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4655","Newfoundland and Labrador",2021-11-06,"80+",22529,1071,21458,NA,NA,NA,95.5,4.5,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4656","Newfoundland and Labrador",2021-11-06,"All ages",453632,30288,423344,NA,NA,NA,87.1,5.8,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4657","Prince Edward Island",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658","Prince Edward Island",2021-11-06,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4659","Prince Edward Island",2021-11-06,"12–17",9545,803,8742,NA,NA,NA,87,7.3,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4660","Prince Edward Island",2021-11-06,"18–29",24310,2228,22082,NA,NA,NA,85.6,7.8,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4661","Prince Edward Island",2021-11-06,"30–39",18053,1336,16717,NA,NA,NA,94.1,7,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4662","Prince Edward Island",2021-11-06,"40–49",18500,993,17507,NA,NA,NA,93,5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4663","Prince Edward Island",2021-11-06,"50–59",21162,766,20396,NA,NA,NA,95.2,3.4,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4664","Prince Edward Island",2021-11-06,"60–69",21810,561,21249,NA,NA,NA,NA,2.6,96.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4665","Prince Edward Island",2021-11-06,"70–79",15215,272,14943,NA,NA,NA,98.6,1.8,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4666","Prince Edward Island",2021-11-06,"80+",7689,154,7535,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4667","Prince Edward Island",2021-11-06,"All ages",136407,7161,129246,NA,NA,NA,83,4.4,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4668","Nova Scotia",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4669","Nova Scotia",2021-11-06,"05–11",1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670","Nova Scotia",2021-11-06,"12–17",54398,4419,49979,NA,NA,NA,93.6,7.6,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671","Nova Scotia",2021-11-06,"18–29",127338,12312,115026,NA,NA,NA,85.7,8.3,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672","Nova Scotia",2021-11-06,"30–39",108444,8213,100231,NA,NA,NA,87.2,6.6,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4673","Nova Scotia",2021-11-06,"40–49",108506,5850,102656,NA,NA,NA,91.7,4.9,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674","Nova Scotia",2021-11-06,"50–59",132931,5498,127433,NA,NA,NA,93.7,3.9,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4675","Nova Scotia",2021-11-06,"60–69",138788,4058,134730,NA,NA,NA,95.3,2.8,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4676","Nova Scotia",2021-11-06,"70–79",94802,1985,92817,NA,NA,NA,95.6,2,93.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4677","Nova Scotia",2021-11-06,"80+",46903,1338,45565,NA,NA,NA,97,2.8,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678","Nova Scotia",2021-11-06,"All ages",812111,43673,768438,NA,NA,NA,81.9,4.4,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4679","New Brunswick",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4680","New Brunswick",2021-11-06,"05–11",811,161,650,NA,NA,NA,1.5,0.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4681","New Brunswick",2021-11-06,"12–17",42845,3492,39353,NA,NA,NA,88.4,7.2,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4682","New Brunswick",2021-11-06,"18–29",92904,11126,81778,NA,NA,NA,88.1,10.6,77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4683","New Brunswick",2021-11-06,"30–39",81064,7766,73298,NA,NA,NA,87.4,8.4,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684","New Brunswick",2021-11-06,"40–49",89674,5785,83889,NA,NA,NA,90.2,5.8,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4685","New Brunswick",2021-11-06,"50–59",105626,4869,100757,NA,NA,NA,91,4.2,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4686","New Brunswick",2021-11-06,"60–69",112642,3537,109105,NA,NA,NA,94.5,3,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4687","New Brunswick",2021-11-06,"70–79",78613,1903,76710,NA,NA,NA,97.4,2.4,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4688","New Brunswick",2021-11-06,"80+",39887,1657,38230,NA,NA,NA,NA,4.2,96.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4689","New Brunswick",2021-11-06,"All ages",644193,40366,603827,NA,NA,NA,81.6,5.1,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4690","Quebec",2021-11-06,"0–4",162,162,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4691","Quebec",2021-11-06,"05–11",104,104,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4692","Quebec",2021-11-06,"12–17",470473,21997,448476,NA,NA,NA,88.9,4.2,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4693","Quebec",2021-11-06,"18–29",1030502,54901,975601,NA,NA,NA,84.9,4.5,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4694","Quebec",2021-11-06,"30–39",963934,42667,921267,NA,NA,NA,85.5,3.8,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4695","Quebec",2021-11-06,"40–49",997996,28017,969979,NA,NA,NA,88.7,2.5,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4696","Quebec",2021-11-06,"50–59",1038381,19683,1018698,NA,NA,NA,89.6,1.7,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4697","Quebec",2021-11-06,"60–69",1104336,12520,1091816,NA,NA,NA,94.3,1.1,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4698","Quebec",2021-11-06,"70–79",763534,6387,757147,NA,NA,NA,97.4,0.8,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4699","Quebec",2021-11-06,"80+",415555,4955,410600,NA,NA,NA,98,1.2,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4700","Quebec",2021-11-06,"All ages",6784982,191393,6593589,NA,NA,NA,78.9,2.2,76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4701","Ontario",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4702","Ontario",2021-11-06,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4703","Ontario",2021-11-06,"12–17",848533,46894,801639,NA,NA,NA,88.2,4.9,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4704","Ontario",2021-11-06,"18–29",2084781,130578,1954203,NA,NA,NA,84.9,5.3,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4705","Ontario",2021-11-06,"30–39",1745795,88122,1657673,NA,NA,NA,84,4.2,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4706","Ontario",2021-11-06,"40–49",1633765,59527,1574238,NA,NA,NA,88.1,3.2,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4707","Ontario",2021-11-06,"50–59",1834216,50234,1783982,NA,NA,NA,90.8,2.5,88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4708","Ontario",2021-11-06,"60–69",1653523,32719,1620804,NA,NA,NA,91.2,1.8,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4709","Ontario",2021-11-06,"70–79",1081654,16898,1064756,NA,NA,NA,91.6,1.4,90.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4710","Ontario",2021-11-06,"80+",613498,15748,597750,NA,NA,NA,90.9,2.3,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4711","Ontario",2021-11-06,"All ages",11532131,444943,11087188,NA,NA,NA,77.8,3,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4712","Manitoba",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4713","Manitoba",2021-11-06,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4714","Manitoba",2021-11-06,"12–17",82658,5327,77331,NA,NA,NA,81.5,5.2,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4715","Manitoba",2021-11-06,"18–29",198207,12242,185965,NA,NA,NA,86.8,5.4,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4716","Manitoba",2021-11-06,"30–39",164714,7954,156760,NA,NA,NA,84.3,4.1,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717","Manitoba",2021-11-06,"40–49",151091,5271,145820,NA,NA,NA,88.5,3.1,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4718","Manitoba",2021-11-06,"50–59",150894,3924,146970,NA,NA,NA,90,2.3,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4719","Manitoba",2021-11-06,"60–69",148770,2582,146188,NA,NA,NA,94.4,1.6,92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4720","Manitoba",2021-11-06,"70–79",97099,1420,95679,NA,NA,NA,98.2,1.4,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4721","Manitoba",2021-11-06,"80+",56864,1140,55724,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722","Manitoba",2021-11-06,"All ages",1050396,39925,1010471,NA,NA,NA,75.9,2.9,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4723","Saskatchewan",2021-11-06,"0–4",14,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724","Saskatchewan",2021-11-06,"05–11",2172,602,1570,NA,NA,NA,2,0.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725","Saskatchewan",2021-11-06,"12–17",73181,8298,64883,NA,NA,NA,81.9,9.3,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4726","Saskatchewan",2021-11-06,"18–29",146739,17088,129651,NA,NA,NA,82.3,9.6,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4727","Saskatchewan",2021-11-06,"30–39",140930,11912,129018,NA,NA,NA,82.1,6.9,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4728","Saskatchewan",2021-11-06,"40–49",124779,7864,116915,NA,NA,NA,85.4,5.4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4729","Saskatchewan",2021-11-06,"50–59",122244,6028,116216,NA,NA,NA,87.5,4.3,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4730","Saskatchewan",2021-11-06,"60–69",127052,4354,122698,NA,NA,NA,91.1,3.1,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4731","Saskatchewan",2021-11-06,"70–79",75729,2086,73643,NA,NA,NA,92.7,2.6,90.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4732","Saskatchewan",2021-11-06,"80+",48630,1680,46950,NA,NA,NA,96.3,3.3,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4733","Saskatchewan",2021-11-06,"All ages",861603,60000,801603,NA,NA,NA,73,5.1,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4734","Alberta",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4735","Alberta",2021-11-06,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4736","Alberta",2021-11-06,"12–17",258759,24111,234648,NA,NA,NA,80.2,7.5,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4737","Alberta",2021-11-06,"18–29",555548,58363,497185,NA,NA,NA,81.6,8.6,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4738","Alberta",2021-11-06,"30–39",583214,46743,536471,NA,NA,NA,81.6,6.5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739","Alberta",2021-11-06,"40–49",523079,30815,492264,NA,NA,NA,84.5,5,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740","Alberta",2021-11-06,"50–59",484480,22741,461739,NA,NA,NA,88.6,4.2,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4741","Alberta",2021-11-06,"60–69",442642,15103,427539,NA,NA,NA,90.5,3.1,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4742","Alberta",2021-11-06,"70–79",248427,5972,242455,NA,NA,NA,90.6,2.2,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4743","Alberta",2021-11-06,"80+",130382,3680,126702,NA,NA,NA,90.4,2.6,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4744","Alberta",2021-11-06,"All ages",3258867,216748,3042119,NA,NA,NA,73.4,4.9,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4745","British Columbia",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4746","British Columbia",2021-11-06,"05–11",4488,563,3925,NA,NA,NA,1.3,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4747","British Columbia",2021-11-06,"12–17",263293,19573,243720,NA,NA,NA,86.6,6.4,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4748","British Columbia",2021-11-06,"18–29",724243,54467,669776,NA,NA,NA,89.3,6.7,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4749","British Columbia",2021-11-06,"30–39",665912,39013,626899,NA,NA,NA,87.3,5.1,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4750","British Columbia",2021-11-06,"40–49",581729,25581,556148,NA,NA,NA,88.5,3.9,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4751","British Columbia",2021-11-06,"50–59",625072,21318,603754,NA,NA,NA,87,3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4752","British Columbia",2021-11-06,"60–69",625772,14576,611196,NA,NA,NA,90.8,2.1,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4753","British Columbia",2021-11-06,"70–79",433246,7985,425261,NA,NA,NA,94.7,1.7,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4754","British Columbia",2021-11-06,"80+",240853,7986,232867,NA,NA,NA,NA,3.3,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4755","British Columbia",2021-11-06,"All ages",4164608,191062,3973546,NA,NA,NA,79.9,3.7,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4756","Yukon",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4757","Yukon",2021-11-06,"05–11",37,5,32,NA,NA,NA,1.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758","Yukon",2021-11-06,"12–17",2150,143,2007,NA,NA,NA,80,5.3,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4759","Yukon",2021-11-06,"18–29",5549,418,5131,NA,NA,NA,88.3,6.6,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4760","Yukon",2021-11-06,"30–39",6710,397,6313,NA,NA,NA,89.5,5.3,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4761","Yukon",2021-11-06,"40–49",5303,226,5077,NA,NA,NA,88.1,3.8,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4762","Yukon",2021-11-06,"50–59",5089,186,4903,NA,NA,NA,86.9,3.2,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4763","Yukon",2021-11-06,"60–69",5100,122,4978,NA,NA,NA,91.5,2.2,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4764","Yukon",2021-11-06,"70–79",2610,32,2578,NA,NA,NA,95.2,1.2,94.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4765","Yukon",2021-11-06,"80+",826,6,820,NA,NA,NA,92.3,0.7,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766","Yukon",2021-11-06,"All ages",33446,1567,31879,NA,NA,NA,77.6,3.6,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4767","Northwest Territories",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4768","Northwest Territories",2021-11-06,"05–11",61,0,61,NA,NA,NA,1.5,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4769","Northwest Territories",2021-11-06,"12–17",2791,240,2551,NA,NA,NA,82.3,7.1,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4770","Northwest Territories",2021-11-06,"18–29",5685,500,5185,NA,NA,NA,79.9,7,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4771","Northwest Territories",2021-11-06,"30–39",5967,392,5575,NA,NA,NA,84.4,5.5,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4772","Northwest Territories",2021-11-06,"40–49",5197,228,4969,NA,NA,NA,87.6,3.8,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4773","Northwest Territories",2021-11-06,"50–59",5392,226,5166,NA,NA,NA,88.7,3.7,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4774","Northwest Territories",2021-11-06,"60–69",3964,90,3874,NA,NA,NA,89.5,2,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4775","Northwest Territories",2021-11-06,"70–79",1828,29,1799,NA,NA,NA,94.5,1.5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4776","Northwest Territories",2021-11-06,"80+",584,18,566,NA,NA,NA,93.9,2.9,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777","Northwest Territories",2021-11-06,"All ages",31540,1749,29791,NA,NA,NA,72.6,4,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4778","Nunavut",2021-11-06,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4779","Nunavut",2021-11-06,"05–11",6,0,6,NA,NA,NA,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4780","Nunavut",2021-11-06,"12–17",3398,476,2922,NA,NA,NA,76.5,10.7,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4781","Nunavut",2021-11-06,"18–29",6447,994,5453,NA,NA,NA,86.2,13.3,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4782","Nunavut",2021-11-06,"30–39",5306,635,4671,NA,NA,NA,88.5,10.6,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783","Nunavut",2021-11-06,"40–49",4149,435,3714,NA,NA,NA,91.9,9.6,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4784","Nunavut",2021-11-06,"50–59",3967,385,3582,NA,NA,NA,94.2,9.1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785","Nunavut",2021-11-06,"60–69",2130,191,1939,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4786","Nunavut",2021-11-06,"70–79",723,40,683,NA,NA,NA,NA,5.5,93.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4787","Nunavut",2021-11-06,"80+",174,13,161,NA,NA,NA,82.1,6.1,75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4788","Nunavut",2021-11-06,"All ages",26442,3235,23207,NA,NA,NA,67.1,8.2,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4789","Canada",2021-11-13,"0–4",169,169,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4790","Canada",2021-11-13,"05–11",6980,1226,5754,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4791","Canada",2021-11-13,"12–17",2152305,128738,2023567,NA,NA,NA,87.2,5.2,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4792","Canada",2021-11-13,"18–29",5088418,337136,4751282,NA,NA,NA,85.7,5.7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4793","Canada",2021-11-13,"30–39",4567346,240438,4326908,NA,NA,NA,85.1,4.5,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4794","Canada",2021-11-13,"40–49",4321224,161148,4160076,NA,NA,NA,88.3,3.3,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4795","Canada",2021-11-13,"50–59",4617851,129945,4487906,NA,NA,NA,90,2.5,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4796","Canada",2021-11-13,"60–69",4473672,87891,4385781,NA,NA,NA,92.4,1.8,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
